reviewid,label
2758,elektra
6531,narnack
2531,in the red
7724,buddyhead
7725,overcoat
6049,emi
3598,matador
1992,soul jazz
2530,landspeed
8519,asthmatic kitty
3102,plinkity plonk
11759,luna
2528,future farmer
2879,temporary residence
3876,local 33 1/3
3072,jetset
5786,secretly canadian
4956,mush
8558,dreamworks
2349,classic
685,reckless
3085,warner bros.
3173,overcoat
7480,capitol
1093,capitol
7722,jetset
8871,matador
1736,arts & crafts
6091,mush
2220,onitor
4341,stones throw
4426,dim mak
7200,holy mountain
4180,fat beats
1502,spinart
7367,sounds familyre
7367,sounds are active
8463,warp
4219,roc-a-fella
8032,rainbow quartz
6530,mo'wax
1092,embedded
6337,warp
8245,operation twilight
409,anticon
5560,konkurrent
5551,fabric
6698,columbia
2027,off
4955,warp
5884,5rc
7956,jetset
8380,alien8
3729,carrot top
4954,family vineyard
1360,up
7181,already gone
2130,mush
1623,deutsche grammophon
7072,shrimper
411,bpitch control
7369,rhymesayers
1733,wholly other
8704,luckyhorse
3539,babygrande
40,lost highway
8243,action driver
5330,k
1091,bridge
1731,mute
1731,toast hawaii
7721,alien8
3630,emi
8378,load
6901,third earth
4634,emperor norton
8641,columbia
1730,fat cat
749,fusetron
2526,spectral sound
2526,ghostly
3597,matador
11850,tomlab
6529,fat cat
6888,sanctuary
6742,vagrant
5378,4ad
6409,virgin
1729,bubble core
8242,interscope
8242,shady
8242,aftermath
316,darling
5559,doppler
7718,atlantic
7718,vice
401,saddle creek
713,righteous babe
713,wegawam music co.
6900,polyvinyl
4338,elektra
3970,hieroglyphics
4339,kin
2277,jade tree
756,chairkickers union
6336,warp
6204,xl
6353,karaoke kalk
5277,ghostly
3968,sonic boomerang
6751,warner bros.
7720,united states distribution
1090,razor & tie
4953,quannum
1727,muscle tone
1385,north east indie
5557,mute
8518,luckyhorse
1687,strange attractors audio house
7538,rca
3629,three gut
6419,merge
8218,ghostly
1725,skin graft
11810,quarterstick
342,rhymesayers
8517,orkhestra
4415,ninja tune
1089,western vinyl
8505,rca
6528,big wheel recreation
66,definitive jux
11770,glitterhouse
4562,columbia
573,astralwerks
5555,barsuk
5555,muuuhahaha!
8146,epic
1088,last visible dog
656,virgin
2026,12k
7114,sub pop
5173,hpna
664,thirsty ear
3531,sanctuary
1087,dinkytown
7887,maverick
326,turquoise mountain
5486,morr
410,hydra head
7717,vice
7463,tooth and nail
1724,mca
2400,constellation
1059,columbia
4148,touch
8762,southern
4453,overcoat
2200,columbia legacy
5718,brassland
2025,saddle creek
8374,drag city
1086,tigerbeat6
5152,matador
5883,lex
4147,priority
3482,robosapien
6090,phenomena
7715,rca
5882,level plane
1062,thrill jockey
3626,sanctuary
3276,ryko
4740,lookout!
2524,atlantic
4071,shitkatapult
7620,merge
6842,ryko
855,tomlab
8788,definitive jux
4629,merge
7501,elektra
11691,philips
2232,barsuk
11764,roc-a-fella
8623,acony
6388,constellation
1083,motown
95,silence
5554,dischord
8760,sounds familyre
2340,desoto
8896,elektra
2522,universal
2522,emi
6899,casequarter
6899,aum fidelity
633,rough trade
1081,last visible dog
8846,dim mak
1079,rough trade
11791,priority
1721,gooom
3271,rough trade
1078,ryko
7714,emperor norton
1720,angelika koehlermann
408,anticon
5840,level plane
1076,absolutely kosher
11868,reprise
1588,fenway
4952,johnny23
8742,absolutely kosher
3258,schematic
403,spinart
8238,sky
2820,mute
1336,tomlab
1071,skam
1413,astralwerks
2889,candlelight
5547,last gang
5547,enjoy
6889,merge
7701,new line
6087,mego
7422,sanctuary
5732,file-13
1067,warner bros.
777,spinart
8123,thrill jockey
3620,pickled egg
11796,arista
6681,king biscuit
3270,bpitch control
6027,v2
677,velocette
7380,kinetic
398,saddle creek
2519,in the red
7164,constellation
5145,polyvinyl
11805,off
6525,stones throw
8506,playhouse
6802,universal
7707,in music we trust
5878,hymen
1073,k
5531,bmg
5531,ato
8235,scratch
880,sony
7473,tigerbeat6
2517,lex
7712,def jam
7712,diplomat
8514,sound ink
4146,viper
8021,sub pop
2513,eclipse
7595,drag city
1074,columbia
4125,sub pop
2235,sanctuary
405,sound virus
2893,disko b
6464,matador
5170,family vineyard
4949,cuneiform
4561,noise factory
7699,strange attractors audio house
11778,release
1377,misra
5846,alien transistor
406,astralwerks
4943,indigo
4943,label bleu
4770,sanctuary
6693,universal
6693,strummer
11790,united dairies
2814,touch and go
8929,tzadik
4554,spinart
6523,sub rosa
6897,astralwerks
2782,sonic terror
6616,touch and go
2239,kill rock stars
7255,kill rock stars
2019,kompakt
6396,asian man
4327,acuarela
6522,chocolate ind.
519,caroline
771,virgin
4908,drive-in
5035,suicide squeeze
8214,twilight furniture
8214,north of january
7556,merge
5969,k
8029,tiger style
4280,stress
4814,thrill jockey
4814,sonig
2504,anticon
259,tiger style
2753,revelation
2466,hanson
6081,cold crush
4948,rough trade
8232,strange attractors audio house
2508,new west
11756,suicide squeeze
8377,burnt toast vinyl
1719,in the red
654,startime
2892,kill rock stars
6450,warp
4337,babygrande
7702,thrill jockey
5080,leaf
947,warp
407,tvt
1711,funfundvierzig
8758,stones throw
3609,reprise
4838,thrill jockey
5879,rune grammofon
5876,arista
5876,star trak
8863,sire
1484,warp
3595,matador
4714,misra
3532,dim mak
966,eremite
1712,absolutely kosher
5549,alien8
4558,rca
8236,factory
8234,morr
1468,ninja tune
8857,spinart
1065,pias
7711,definitive jux
3833,accidental
2521,southern
6800,drag city
8862,improvised music from japan
7697,east dev
6898,vector
4946,darla
7704,sonic unyon
7704,mole sound
2516,irritant
7703,lookout!
4115,labels
1068,warner bros.
5540,foodchain
2024,bar/none
1066,rhymesayers
6694,mute
4336,menlo park
7471,paper bag
8152,sanctuary
1718,cold crush
8605,sanctuary
3100,tomlab
8109,room40
932,atavistic
6521,kapp
3265,animal world
3966,joint international
5541,blue note
8230,rough trade
4556,astralwerks
3261,cherry red
1270,efa medien
1270,marginal talent
560,atp
2023,grey past
1717,ipecac
4555,level plane
5877,startime
4335,startime
8593,epitaph
7698,astralwerks
974,polydor
4425,rough trade
3259,tommy boy
3259,famous celebrity
1375,truckstop
4334,better looking
4944,water
4944,vortex
2701,thirsty ear
4647,morr
3624,!k7
746,dfa
114,k
4945,oebase
6370,mute
2971,sanctuary
2971,castle
1562,alternative tentacles
7467,pias
2479,overcoat
4194,ninja tune
2890,kemado
6082,mint
1715,sharkattack!
8822,insound
6892,mixx tape
6987,darla
2507,bad man
1716,cold sides
8196,touch and go
8923,tzadik
7510,asthmatic kitty
7510,sounds familyre
4104,badman
6084,artikal
5100,darla
7600,xl
3623,mute
3032,headz
3625,mute
7156,touch and go
8446,capitol
3264,load
5835,tomlab
8326,planet 
6392,erstwhile
4203,capitol
3611,morr
5032,atp
8037,emi
7210,jetset
6182,ape
6848,erstwhile
2505,web of mimicry
3263,attacknine
8509,gsl
6830,geffen
3262,tomlab
1713,astralwerks
11793,dindisc
1211,mute
5841,startime
7646,caroline
6729,badman
2162,capitol
8886,polydor
6260,no quarter
5251,neo ouija
7564,misra
7401,constellation
6126,darla
5202,astralwerks
5854,sixgunlover
7375,violent turd
3069,jetset
1989,soul jazz
1520,mush
717,hush
3391,virgin
8388,domino
3500,off
2737,no quarter
7705,tiger style
3583,blue chopsticks
2224,maple
1302,silverthree
8071,beggars banquet
5550,kompakt
2690,staubgold
3612,three gut
2832,hatology
1504,merge
5712,touch and go
156,tiger style
6960,staubgold
6355,teenbeat
7974,truckstop
4443,big dada
2451,important
6237,ashmont
3510,damaged goods
8728,hanson
2764,temporary residence
2345,xl
8670,anticon
4928,bmg
6524,load
3554,galaxia
4559,rca
2486,capitol
3857,v2
4389,monsoon
2821,troubleman unlimited
5178,monitor
3496,pias
7577,southern lord
7176,sad robot
1499,spinart
7483,gsl
5403,arena rock
6163,dim mak
5117,universal
5117,strummer
3530,castle
4525,aesthetics
5149,orthlorng musork
3740,astralwerks
2652,palm
2260,maverick
5380,alien8
5380,fancy
6255,capitol
2679,mute
1384,tree
5543,bulb
4822,anti-
8584,jetset
1321,yep roc
5162,bar/none
7144,load
150,quecksilber
2214,matador
524,free porcupine society
6088,anticon
1495,domino
909,acute
575,strange attractors audio house
4670,k
8893,tzadik
5844,rough trade
5844,subway
3872,badman
3534,kill rock stars
5367,matador
824,off
3160,s-curve
190,paw tracks
396,drag city
354,astralwerks
7636,strange attractors audio house
5218,a-zap
2013,atlantic
2013,vice
2013,wolfgang morden
4701,temporary residence
5385,american patchwork
201,temporary residence
6599,three-one-g
2754,merge
5250,elektra
1585,virgin
15,deconstruction
2000,soundway
8739,tumult
6879,upper class
8818,neo ouija
11753,ryko
79,astralwerks
3014,blanco y negro
4077,drag city
8490,dim mak
8490,in the act
4707,atlantic
6520,ipecac
6804,swim slowly
11826,mca
6124,pressure sounds
6994,crucial blast
2477,shrimper
151,idea
547,young god
3052,hearbox
7937,hpna
134,astralwerks
801,family vineyard
3544,v2
2503,relapse
769,peek-a-boo
6734,rca
294,acuarela
1308,tomlab
7676,arena rock
5498,blanco y negro
1990,soul jazz
8097,dim mak
8335,southern
8397,atavistic
8106,misra
661,"klang electronik, 2003"
1254,elektra
8823,free porcupine society
4044,temporary residence
2946,takoma
1548,ware
4317,mercury
2160,dim mak
2733,xl
1239,perishable
4912,audio dregs
6346,sub pop
1988,soul jazz
2656,secretly canadian
2684,zoe
2407,jagjaguwar
8933,xl
3703,drag city
3699,hackensaw boys
5246,important
3491,vinyl communications
2864,frenchkiss
7180,already gone
4798,manifesto
6186,velocette
7700,ajp
2687,dreamworks
7143,psycho-path
8237,mille plateaux
8516,northside
5865,tigerbeat6
4844,barsuk
8759,gern blandsten
1978,sequence
6297,absolutely kosher
810,frenchkiss
4059,hub city
576,raster-noton
3130,ninja tune
6446,merge
3913,howling
7706,musea
7706,gazul
7710,stereolaffs
967,atavistic
2240,hush
1689,freshchest
4950,anti-
4267,perishable
1391,temporary residence
1408,table of the elements
7918,bubble core
11799,drag city
8737,ba da bing!
90,coup d'etat
167,purple pyramid
217,frenchkiss
7071,repo
2711,dischord
1565,mca
7345,dgc
5788,touch
1058,columbia
1456,gsl
4309,gsl
6482,razor & tie
5079,leaf
8642,v2
8642,third man
5006,mute
5006,gooom
7976,lex
5778,beggars
4122,tumult
4222,american
3505,mute
1955,plain
5388,drag city
7545,morr
8858,ipecac
6449,warp
7042,thrill jockey
3925,level plane
8848,ozone
8848,layered
6374,mute
3417,thrill jockey
715,happy happy birthday to me
8710,pinkflag
5772,matador
347,hopeless
8459,chocolate ind.
828,virgin
267,three-one-g
6796,definitive jux
7528,jetset
3166,domino
2945,revenant
6246,ninja tune
2122,knw-yr-own
7500,koch
8510,action musik
8099,ipecac
5949,track & field
6959,god mountain
2008,tigersushi
6150,dim mak
3083,warner bros.
7346,snd
6968,bmg
3542,arena rock
4323,secretly canadian
5508,sub pop
5520,black beauty
11823,alien8
4310,fondle 'em
8888,interscope
2949,astralwerks
8841,jagjaguwar
6415,merge
8602,acuarela
8678,wilcoworld.net
4080,estrus
5463,sonig
2834,merge
8344,rockville
5192,plug research
7569,records
2124,flying nun
5513,definitive jux
2749,fatal
364,warp
8215,tappersize
766,fat possum
4736,homesleep
2713,definitive jux
7002,polyvinyl
3796,mille plateaux
5031,ersatz audio
3747,virgin
1051,merge
4195,gold standard laboratories
6326,astralwerks
5428,monika
3561,kill rock stars
757,dischord
726,my pal god
3853,rough trade
7757,frenchkiss
545,kill rock stars
6722,lo
3228,sub pop
8391,touch
7309,tigerbeat6
1685,strange attractors audio house
7987,acute
6188,le grand magistery
7613,ninja tune
4615,big beef
7674,bubble core
6175,casablanca
4846,rca
8049,emperor jones
5381,sanctuary
2321,carpark
7321,dim mak
3845,ninja tune
1494,merge
7029,mute
227,warp
1388,tigerbeat6
8864,matador
5837,stuck under the needle
4515,eastern developments
8729,troubleman unlimited
1861,carpark
6,silber
2875,dirtnap
4282,gammon
2386,thirsty ear
2386,synchronic
5334,ho-made
2745,arena rock
2450,interscope
5256,metalface
5256,day by day
7408,n.o.s.
1619,island
3476,jetset
56,ersatz audio
5077,leaf
1698,saddle creek
11661,sub pop
674,hidden agenda
11689,latino bugger veil
6985,god mountain
322,mush
2175,force tracks
5435,ryko
3494,rubric
7017,drag city
4090,emperor jones
8652,v2
8652,third man
1363,rca
4424,rough trade
5817,soundatone
8170,teenbeat
1268,catsup plate
7441,thirsty ear
11858,planet 
179,interscope
4060,imusic
5744,load
795,knw-yr-own
2252,5rc
389,mush
1026,bar
1026,none
1553,tigerbeat6
6143,secretly canadian
7934,sonic unyon
3079,omnibus
8579,merge
7319,anticon
11697,thrill jockey
3732,kill rock stars
5997,arena rock
7301,oh! tonito
7278,drag city
8551,bloodshot
2241,hush
3908,sub pop
6177,temporary residence
5497,anti-
8056,!k7
306,leaf
5477,ninja tune
5507,fat cat
2424,darla
3843,4ad
6170,melankolic
2839,jade tree
5525,staalplaat
3911,clearly
4626,no quarter
4265,jade tree
6378,fading captain
4862,loveless
8493,schematic
8876,leaf
3926,ohev
741,one little indian
3463,troubleman unlimited
2734,xl
6265,tomlab
8660,locust
8660,met life
103,orthlorng musork
5023,locust
5023,quakebasket
2330,touch and go
1455,kranky
4762,elektra
1918,kill rock stars
11851,blitzcore
6078,astralwerks
5290,elektra
6803,universal
7333,secretly canadian
3248,ninja tune
6731,rca
3140,imusic
7612,american patchwork
7359,saddle creek
3068,artemis
3202,narnack
7150,fat cat
96,b-girl
826,staubgold
300,3 beads of sweat
4441,sanctuary
1125,astralwerks
5956,capitol
8046,4ad
1210,mute
1245,warp
7444,wigwam
7516,emperor jones
4175,emperor jones
6860,astralwerks
5150,vague terrain
320,nation
4274,touch
2441,recommended
2150,drag city
5458,too pure
11760,elektra
3045,interscope
3045,shady
3045,aftermath
4786,load
63,matador
3874,cold crush
4680,bloodshot
1397,tiger style
1911,jones
16,project blowed
1288,gern blandsten
4106,orange twin
1621,columbia
3736,warner bros.
5825,ersatz audio
6513,aesthetics
5815,better looking
2783,sonic terror
4373,ipecac
7561,absolutely kosher
4722,roir
7639,hren
4235,~scape
1866,crippled dick hot wax
7903,fly
5050,ninja tune
5050,big dada
3144,kranky
7624,island
7457,rephlex
6359,rocket girl
603,warp
4070,touch
7036,teenbeat
1230,touch and go
1230,quarterstick
5262,tigerbeat6
2740,blue fog
2387,synchronic
2387,blue juice
3793,mego
5245,important
86,suicide squeeze
1314,kimchee
4687,badman
6671,polyvinyl
208,thirsty ear
7923,thrill jockey
898,555
1031,mush
2364,red ink
6963,yep roc
5132,mego
2305,sepia-tone
541,planet dog
541,mammoth cave recording co.
6360,teenbeat
3731,constellation
4696,squealer
5318,yep roc
7990,sub pop
950,thrill jockey
2647,artemis
2647,e-squared
7638,force inc
2459,interscope
19,fractal
7930,sanctuary
7930,castle
8585,birdman
1366,anti-
2380,bbe
4867,kranky
3447,fat cat
5324,suicide squeeze
6847,warner bros.
874,sixgunlover
7628,rune grammofon
8327,interscope
7101,atco
693,hidden agenda
840,overcoat
8202,12 rodsz
533,kranky
2456,clone
7102,misra
3387,wounded bird
6432,sub pop
3837,rubric
5242,warp
4739,lookout!
5076,jagjaguwar
11847,ohr
6816,rainbow quartz
8096,toktok
6732,sire
6732,reprise
5697,org
4726,xl
8412,normal
3525,virgin
6279,darla
7314,soundslike
6695,hefty
1251,arena rock
3154,load
390,mass men
2140,revelation
952,arts & crafts
952,paper bag
6281,4ad
8193,drag city
4754,tigerbeat6
6689,mille plateaux
8920,reprise
1299,black love music
4083,dcn
6357,after hours
1670,merge
8925,tzadik
7475,tigerbeat6
5229,hidden agenda
7557,mute
284,akarma
6832,mca
6832,okayplayer
7296,victory
2369,eenie meenie
1340,lovitt
8501,loveless
1380,relapse
2266,mantra
2266,beggars
7118,thirsty ear
3465,martians go home
2420,atlantic
4853,drag city
8695,motel
4069,epitaph
7218,full cycle
3773,badman
1948,ninja tune
1948,big dada
6164,disko b
3028,schematic
8838,vhf
5693,barsuk
6627,dischord
8439,hymen
6244,trojan
6632,secretly canadian
1424,estrus
7041,thrill jockey
4257,absolutely kosher
5267,k
8697,blue flea
3498,pias
187,young god
7376,universal
7376,republic
8723,tigerbeat6
977,misra
698,palace
698,drag city
5996,jagjaguwar
6059,kranky
5942,vanguard
1474,squealer
3020,ministry of sound
1334,carpark
1426,ready set go
7187,darla
7285,drag city
5522,virgin
3015,staubgold
5710,columbia
5710,ill will
7551,columbia
6788,saddle creek
6819,troubleman unlimited
7478,sub rosa
1933,mille plateaux
6679,thirsty ear
833,music70
4697,roir
8887,touch and go
307,leaf
4521,vagrant
3619,mca
3217,vhf
6697,crunchy frog
5093,tomlab
5485,morr
6183,ape
4769,rough trade
2209,gold standard laboratories
6206,epic
5834,mego
2523,c+p grob
4079,olympic
4079,listenable
8142,rephlex
5210,endearing
5210,ductape
1838,kill rock stars
1838,5rc
3024,kompakt
1295,full frame
5738,seeland
5450,4ad
2465,mego
4042,in music we trust
7364,sounds familyre
994,columbia
55,ersatz audio
1582,eg
5252,environ
3523,tuolumne
745,tigerbeat6
4743,astralwerks
7263,virgin
5292,erstwhile
5068,thirsty ear
8726,k
4549,mca
4549,rawkus
68,captain spazz
5826,hush
1361,hydra head
2316,fat wreck chords
5131,kindercore
8356,cuneiform
3147,rca
3147,roswell
3122,troubleman unlimited
6243,trust issue
3784,astralwerks
1339,barry's bootlegs
4835,atavistic
4686,bridge
3863,relapse
4236,audiosphere
4903,plug research
3565,orange twin
1675,sub pop
7455,misra
6867,ipecac
2314,epitaph
7649,!k7
4869,
8845,kill rock stars
8845,5rc
6203,xl
6203,beggars
6203,kitty-yo
8866,matador
4539,incidental
5341,prescription rails
4226,touch
1613,lookout!
4084,mr. whiggs
4084,luna
7942,temporary residence
356,epic
876,hydra head
2226,barsuk
7171,astralwerks
6191,lookout!
8894,p-vine
2756,elektra
5078,leaf
3781,absolutely kosher
50,mute
8649,antiantenna
31,parasol
565,coup d'etat
3446,go!beat
6872,temporary residence
998,overcoat
8883,lookout!
8883,panic button
6776,beat junkie sound
6062,parasol
6062,rainbow quartz
5810,geffen
980,absolutely kosher
2178,v2
709,touch
8432,slowdance
4831,parasol
4763,sound virus
4763,hand held heart
7965,double agent
1602,sony
1602,deltasonic
2736,db
6387,alien8
6387,substractif
7668,tableturns
7668,mixwell
527,artistdirect
4278,up
8363,family vineyard
3927,sub pop
1044,latino bugger veil
7015,def jam
141,wishing tree
5425,warner bros.
1331,american
5109,mint
7312,matador
1510,cryptogramophone
546,young god
148,galaxia
4691,matador
5813,in music we trust
7178,manifesto
7178,poptones
11,better looking
3033,touch
1497,tractor beam
7109,parasol
7109,hidden agenda
3499,squealer
542,roul
1561,ba da bing!
4918,jetset
2291,merge
5094,soul jazz
3582,drag city
8636,self-starter foundation
2157,sub pop
7490,bobsled
6974,mantra
6974,beggars
3253,instinct
7458,touch and go
3487,constellation
3136,sony 550 music
5741,smile
6002,mr. lady
990,evolver
2126,mego
7368,rhymesayers
6647,thrill jockey
8085,ninja tune
7655,southern
8659,kranky
4658,city slang
4213,blackball
8703,luckyhorse
4075,badman
8711,pinkflag
4837,domino
5233,tiger style
7594,drag city
47,mute
3727,dcn
22,alien8
2691,staubgold
956,tiger style
812,k
5213,loosethread
4249,jade tree
2853,arborvitae
3492,gold standard laboratories
7142,load
3591,rockathon
3591,recordhead
5249,nuclear blast
8824,absolutely kosher
3945,planet 
8462,lo
2870,constellation
5953,kindercore
641,monitor
4331,interscope
6857,drag city
8003,eighteenth street lounge
4672,strange attractors audio house
4434,barsuk
8350,v2
8350,jbo
2967,sanctuary
2967,castle
4785,teldec
8138,thrill jockey
4631,emperor norton
796,tigerbeat6
7212,jetset
4371,some odd pilot
5709,columbia
5709,ill will
2249,5rc
763,touch and go
6967,jetset
1374,parasol
1374,martians go home
5516,darla
39,lost highway
8836,k
327,rephlex
2887,spinart
748,dfa
250,spinart
3797,alien8
6004,tiger style
5247,mego
7986,anticon
4126,sub pop
5451,ajax
8820,fat cat
7448,warp
5480,lookout!
7982,epic
7982,legacy
4891,kranky
5474,definitive jux
7411,1971
7251,capitol
4132,thrill jockey
5372,ipecac
3199,go!beat
1569,emperor jones
2152,lovitt
3031,mego
8091,columbia
6367,susstones
4444,drag city
5122,warner bros.
2121,k
2121,knw-yr-own
6641,rephlex
617,dgc
7146,carpark
4461,pacifico
3106,amt
2845,after hours
5185,beggars
5185,too pure
1469,ninja tune
5829,mute
7027,mute
7027,city slang
4552,rca
4552,ato
8879,atlantic
8879,ropeadope
8440,planet 
2474,bip hop
6155,western vinyl
3939,temporary residence
5220,ipecac
4428,temporary residence
1632,dogday
3394,instinct
221,obtuse mule
5142,relapse
2987,ipecac
198,vagrant
198,heroes and villains
1862,chocolate ind.
8078,menlo park
3370,force inc
4496,tigerbeat6
4061,emi
2751,warm
8590,tiger style
6606,interscope
1668,darla
5278,acuarela
3538,third earth
154,tiger style
2997,artemis
5128,carpark
5160,tigerbeat6
4056,idaho music
7388,merge
8860,tzadik
1538,emi
1538,capitol
3200,perishable
7061,klein
8573,idea
1940,morr
4177,stones throw
1684,strange attractors audio house
6475,columbia
8122,thrill jockey
2001,stones throw
6167,thrill jockey
5823,smells like
783,spinart
6746,pias
8943,loosethread
6226,om
2276,jade tree
8617,drag city
53,teenbeat
171,strange attractors audio house
8228,pias
7404,dreamworks
3385,warp
4402,troubleman unlimited
8126,better looking
6491,barsuk
2385,thirsty ear
7237,kill rock stars
4742,two ton santa
7917,extreme
1600,eastern conference
517,merge
1323,bloodshot
3497,tigerbeat6
5083,superego
4828,sub pop
6999,kinetic
119,mantra
119,beggars
6314,spinart
7531,warner bros.
280,cenotaph
5203,touch and go
2303,southern
2727,mille plateaux
3535,kill rock stars
2983,sonig
5493,sub pop
6173,thirsty ear
940,post-parlo
6501,koch
6128,self-starter foundation
11789,moikai
7857,warner bros.
4113,matador
1848,asthmatic kitty
3896,1mg
7621,arena rock
7926,alien8
1559,kill rock stars
362,warp
1887,fat beats
8418,artemis
8418,e-squared
6176,temporary residence
7428,merge
200,galaxia
4851,mute
4445,mantra
2005,strut
528,artistdirect
7575,polyvinyl
937,saddle creek
2148,ipecac
105,twisted nerve
105,xl
5266,k
6192,lookout!
5948,music mine
7971,k
6881,soundless
8219,hi-n-dry
862,orange twin
3457,jade tree
1471,manifesto
3928,sub pop
3101,tomlab
3060,perishable
1215,5440' or fight!
5096,morr
7424,jagjaguwar
1352,chocolate ind.
7307,bardot
5287,troubleman unlimited
6046,astralwerks
4669,ba da bing!
7265,emperor jones
8927,tzadik
8708,chairkickers union
8865,egon
5276,ghostly
8684,konkurrent
3252,merge
4490,march
4277,k
6514,dischord
5175,up
858,lex
4039,kindercore
91,force inc
8471,capitol
351,burnt hair
7192,mantra
7192,beggars
649,undertow
6773,artemis
7960,plug research
5055,sub pop
289,sub pop
21,squealer
6797,definitive jux
3238,drag city
2396,plug research
5839,level plane
8722,30 hertz
854,tomlab
1337,tomlab
1954,palm
872,temporary residence
5774,rainbow quartz
7650,secretly canadian
3414,mille plateaux
2343,epitaph
2343,burning heart
8066,matador
4817,k
6644,merge
6468,thrill jockey
5831,landspeed
1857,brainwashed
5259,bubble core
6441,soft serve
1937,ministry of sound
4764,gern blandsten
292,astralwerks
6598,kill rock stars
11765,bar/none
4114,matador
116,barsuk
3081,warner bros.
5765,ninja tune
5765,big dada
3519,skipp
718,arena rock
3190,whig music
3190,zen beats
8712,pinkflag
6076,monitor
921,jmz
1961,rawkus
5931,epic
8675,vhf
5725,iodine
5069,orange twin
8833,virgin
6611,antidote
6451,warp
7220,ipecac
5409,claire
2333,capitol
5727,jagjaguwar
7995,rounder
7995,idlewild
184,island
8180,fast horse
4455,ryko
2362,two ten
6465,lookout!
341,rhymesayers
341,fat beats
8885,touch and go
1594,equal vision
1587,fenway
1896,geographic
3930,swami
8217,bip hop
511,sequence
5396,bad news
2884,absolutely kosher
5475,definitive jux
5723,thrill jockey
6230,spinart
7413,novamute
2009,union square
7683,virgin
7111,desoto
5443,virgin
530,tzadik
2165,tooth and nail
1938,mint
7343,geffen
5333,ba da bing!
5116,gold standard laboratories
2993,"klang electronik, 2003"
4082,merge
5698,jagjaguwar
8744,touch and go
8744,quarterstick
3588,matador
1350,sub pop
1660,instinct
7108,spinart
7108,cooking vinyl
7204,suicide squeeze
5171,family vineyard
7056,ace fu
5161,saddle creek
753,hydrogen dukebox
4907,matinee
2280,nettwerk
3468,amigo
2712,definitive jux
8650,
2440,recommended
6151,troubleman unlimited
5484,force tracks
5968,k
687,alternative tentacles
5499,xl
882,columbia
882,iso
6055,warp
7064,hopeless
3831,ninja tune
7157,touch and go
3750,mr. lady
4409,violent turd
4768,equal vision
309,kinetic
786,winter & winter
599,sub pop
1376,truckstop
3442,some
5274,cenotaph
3432,vagrant
8054,victory
3208,nonesuch
3944,fancy
2815,touch and go
1405,static caravan
6505,thrill jockey
2430,capitol
3120,constellation
6871,skin graft
2373,mca
6836,slowdance
4702,mr. lady
981,widespread
981,supercat
6312,troubleman unlimited
2702,new west
8821,kill rock stars
8821,5rc
335,secretly canadian
2771,interscope
7324,matador
1007,emperor norton
2996,kimchee
8433,slowdance
7047,frenchkiss
2129,plug research
8198,ryko
8694,self-released
5201,blue note
923,4ad
923,elektra
4099,monitor
3739,capitol
3832,peacefrog
4756,loosethread
3795,kitty-yo
787,mca
8036,sub city
4254,overcoat
399,warm
1842,atp
6257,epic
11728,dischord
5761,vagrant
8613,interscope
11863,vagrant
3511,virgin
3511,hut
2788,lovitt
3062,perishable
936,saddle creek
1669,merge
4073,smilex
853,ninja tune
2686,dreamworks
6790,v2
1612,v2
8177,ninja tune
8177,big dada
7677,temporary residence
4651,aesthetics
5505,fat cat
2746,spinart
173,shrimper
7097,casa
6768,acuarela
5348,v2
629,matador
629,jeepster
5138,kindercore
7,darla
4232,mush
212,ninja tune
6354,teenbeat
3887,editions paf
7186,perishable
7186,instant touch
128,polyvinyl
4499,one mad son
3056,amoebic
2681,lewis
3838,morr
8058,kill rock stars
8564,anti-
1841,acuarela
215,anticon
8332,sub pop
793,hush
8151,neurot
847,arena rock
1615,columbia
5713,touch and go
4376,mr. lady
3798,alien8
3798,substractif
2827,sympathy for the record industry
244,shinglestreet
7236,novamute
8128,jetset
4316,strange attractors audio house
6129,kranky
6883,tiger style
10,troubleman unlimited
7921,thrill jockey
962,birdman
8402,barsuk
5168,walking road
1614,island
1290,dischord
1617,columbia
5504,fat cat
7984,megalon
6154,drag city
8839,jagjaguwar
584,lovitt
211,warp
2174,chicks on speed
7080,tiger style
5927,family vineyard
6852,three gut
8134,thrill jockey
3176,anticon
919,lookout!
6125,coming in second
6440,seed
1390,tigerbeat6
3055,twentythree
5454,emperor jones
6986,darla
2014,wishing tree
6344,astralwerks
4801,morr
3192,startime
5764,jade tree
4761,birdman
8949,warner bros.
8949,luaka bop
1945,disco bruit
3890,epitaph
3890,burning heart
538,dancing bear
6039,kracfive
5197,dnc
6405,bomp
7912,fact
5452,ajax
1291,xl
1291,planet 
6650,gern blandsten
4914,jetset
5532,badman
8676,nonesuch
5821,animal world
8457,on!
4433,hush
1596,tiger style
3585,kompakt
6215,jade tree
4179,coup d'etat
8948,sleep dep records
7225,train wreck
8936,!k7
4292,matador
6792,mille plateaux
2961,virgin
2961,hut
5418,gammon
8345,columbia
8345,legacy
8940,palm pictures
1977,select cuts
4729,secretly canadian
6492,anti-
6364,castle
4827,nonresponse
5105,freres
1235,perishable
8050,emperor jones
1897,ghostly
8861,tzadik
5110,markant
1382,temporary residence
3029,emperor norton
5406,ameriband
304,dirigeable
5939,moodswing
5329,k
1500,spinart
8571,startime
5868,world serpent
2223,moonjune
2399,constellation
2480,virgin
3701,drag city
7371,supermegacorporation
3004,mush
2288,saddle creek
7093,alien8
8834,virgin
