reviewid,label
18171,shelter press
18118,leaf
18267,ultra music
18249,gbv
18249,fire
18217,nihjgt feelings
18203,thrill jockey
18239,m'lady's
18247,roc nation
18246,sunday best
18097,ministry of sound
18112,thrill jockey
18244,new amsterdam
18184,border community
18190,omnivore
18264,
18210,audraglint
17934,lawless
18219,
18164,r&s
18163,sqe
18237,stones throw
18218,groovement
18243,self-released
18206,columbia
18236,hbk gang
17893,southern lord
18162,awesome tapes from africa
18215,atlantic
18215,maybach
18214,ex
18221,cmeme
18241,wichita
18233,a389
18195,domino
18195,paper bag
18220,anti- / epitaph
18039,accidental
18196,mercury
18100,magic bullet
18154,light in the attic
18211,entertainment one
18170,mute
18117,anticon
18147,fan death
18202,rostrum
18200,light in the attic
18204,twosyllable
18213,rvng intl.
18234,maybach
17588,roc nation
18124,astralwerks
18225,marathon artists
18235,sub pop
18109,polyvinyl
18186,vice
18088,universal
18181,self-released
18115,slumberland
18158,thrill jockey
18183,4ad
18201,tiny telephone
17974,black truffle
18083,uno
18198,self-released
18172,def jam
18173,stones throw
18205,self-released
18005,thrill jockey
18005,plancha
18197,carpark
18191,xl
18194,drag city
18192,urinal cake
18187,k7
18193,ninja tune
18103,infectious
18121,ghostly
18177,touch and go
18141,polyvinyl
18120,fork and spoon
18120,orchid tapes
18169,universal republic
18123,warner bros.
18167,mexican summer
18122,sacred bones
18095,in the red
18110,mom & pop
18089,epic
18166,odd future
18084,rise above
18146,sony
18060,deathwish
18098,atlantic
18080,young turks
18139,thrill jockey
18161,sacred bones
18104,warp
18165,vertigo
18165,republic
17923,thrill jockey
18140,dead oceans
18157,riverboat
18156,brainfeeder
18185,4ad
18058,de stijl
18058,xpressway
17967,williams street
18130,mexican summer
18090,domino
18152,self-released
18179,uno
18082,relapse
18114,palilalia
18096,merge
18178,interscope
18178,bad boy
18054,woodsist
17610,captured tracks
18155,double six
18091,pmr
18086,virgin
18086,capitol
18081,true panther
18136,outer battery
18142,ghostly
18087,matador
18137,domino
18066,ribbon music
18094,vagrant
18099,prosthetic
18134,italians do it better
18064,k7
18004,innovative leisure
18153,arbutus
18135,rune grammofon
18057,season of mist
18138,universal japan
18000,temporary residence
17927,southern lord
18145,goner
18053,def jam
18063,city slang
17949,burger
17965,sub pop
18061,warp
18065,anticon
18056,domino
18043,fade to mind
18055,k7
18085,northern spy
18050,domino
17998,acphale
18031,polyvinyl
17956,hippos in tanks
17956,world music
18119,ba da bing!
18076,zoo music
18029,labrador
18007,thrill jockey
18129,cascine
18052,drag city
18042,matador
18143,secretly canadian
18133,creative control
17776,columbia
18132,100% silk
18030,4ad
18051,hyperdub
18008,thrill jockey
18078,hardly art
17952,beats in space
18028,columbia
17813,rca
18033,drag city
18108,editions mego
18077,atp
18035,interscope
17869,ipecac
18019,sacred bones
18020,rise above
18128,tectonic
18044,cherry red
18009,sacred bones
18003,secretly canadian
17915,software
18070,bella union
18070,partisan
17942,4ad
18006,warp
18125,high moon
17817,ppm
17980,candlelight
18106,bella union
18106,captured tracks
18049,rhino
17997,ghostly
18059,rise above
18027,staubgold
17963,xl
17996,nonesuch
18107,sargent house
18040,soul jazz
18069,ghost box
17990,merge
18001,jagjaguwar
18036,100% silk
18002,nuclear blast
18016,rise above
17999,ed banger
17925,good
18025,chapter music
17988,northern spy
17971,agonia
17989,first international
17978,on repeat
18023,cantaloupe
18071,uno
18101,jagjaguwar
18105,
17950,constellation
17964,software
18073,domino
17892,relapse
17977,matador
17977,pop noire
18011,bella union
17932,lex
17854,profound lore
17987,fxhe
17966,4ad
17953,shea stadium
17943,blacksmith
17970,at a loss
18072,slumberland
17959,merge
17947,ipecac
17957,western vinyl
18024,eglo
18038,anyway
17944,fire
18046,dead oceans
17917,need want
17941,20 buck spin
18048,fabric
17954,warp
17960,caldo verde
18067,rostrum
18067,jet life
17929,southern lord
17992,equal vision
17903,fat possum
17973,twenty-first chapter
17945,kranky
18037,don giovanni
17946,secretly canadian
18022,back lot
17841,fire
17940,temporary residence
17678,candlelight
17962,now again
17880,iamsound
17924,paper bag
18017,birdtapes
17986,rough trade
18034,fat possum
17920,rca
17920,vice
17920,mad decent
17920,berhane sound system
17916,mexican summer
17874,stones throw
18015,sacred bones
17985,vp
17930,mute
18021,def jam
18021,cinematic
17919,graveface
17881,blackout beach
17879,season of mist
17913,glassnote
18010,middle west
17911,thrill jockey
17871,hippos in tanks
18018,spunk
17875,nonesuch
17902,interscope
17902,bad boy
17882,megaforce
17806,profound lore
17918,50 weapons
17872,wax poetics
17807,loma vista
17877,delicacies
17937,downtown
18014,flying nun
18014,captured tracks
17732,tri angle
17906,the end
17873,drag city
17910,thrill jockey
17741,flenser
17627,secretly canadian
17627,mad decent
17909,epic / legacy
17876,saddle creek
18012,self-released
17912,self-released
17868,interscope
17866,castle face
17867,planet mu
17639,wsphere
17894,relapse
17837,parlophone
17799,storysound
17870,kompakt
17870,time no place
17991,kidfire
17907,ninja tune
17853,sub pop
17843,bmg
17846,nonesuch
17900,strut
17831,lm dupli-cation
17851,matador
17968,de stijl
17822,kranky
17850,castle face
17908,yep roc
17908,paper bag
17842,republic
17852,double six
17899,hotflush
17830,mercury
17935,western vinyl
17847,mute
17847,brille
17847,rabid
17825,fat possum
17832,iamsound
17752,abstract dragon
17897,relapse
17895,night people
17858,hippos in tanks
17936,dunham
17864,poppydisc
17901,fat possum
17804,bella union
17804,warner bros.
17827,little record company
17904,riot house
17784,southern lord
17888,captured tracks
17833,sub pop
17820,rough trade
17859,4ad
17969,jet life
17829,kill rock stars
17720,pinkflag
17821,blue horizon
17772,warner bros.
17905,hotflush
17891,
17805,odd future
17824,columbia legacy
17819,paradise of bachelors
17826,dead oceans
17749,jagjaguwar
17802,young money entertainment
17705,ffrr
17667,r&s
17791,dutty artz
17818,polyvinyl
17792,mute
17792,columbia
17803,new amsterdam
17748,merge
17795,brainfeeder
17862,global jukebox
17793,pampa
17794,new world color
17755,aed
17840,hands in the dark
17928,relapse
17786,mom & pop
17754,kompakt
17700,nna tapes
17836,northern spy
17863,planet mu
17788,rca
17789,glassnote
17789,goodbye
17887,k7
17790,bureau b
17815,roadrunner
17779,suede limited
17780,merge
17883,truth & soul
17680,drag city
17860,self-released
17781,sub pop
17608,season of mist
17885,hs87
17753,cooperative
17753,merok
17886,slumberland
17721,kill rock stars
17730,morr
17495,strut
17796,ato
17839,magic marker
17736,rca
17782,underwater peoples
17884,self-released
17713,drag city
17607,relapse
17522,dead oceans
17731,rough trade
17723,ba da bing!
17737,thrill jockey
17777,digitalis
17762,domino
17756,asthmatic kitty
17738,hardly art
17650,self-released
17633,sacrament music
17801,atlantic
17634,thrill jockey
17690,asthmatic kitty
17605,debemur morti
17582,grnland
17810,roswell
17811,wax poetics
17857,slow motion soundz
17428,paper bag
17428,raf
17773,smalltown supersound
17800,nonesuch
17771,rounder
17798,decon
17763,liberation technologies
17823,seventh rule
17855,iso
17624,mute
17812,modular
17774,bpitch control
17724,flying nun
17724,captured tracks
17668,sacred bones
17769,human level
17706,software
17809,dischord
17768,slumberland
17688,don giovanni
17640,lefse
17734,no. 19 music
17787,have 10p
17657,fat cat
17675,columbia
17816,eone
17838,greedhead
17671,secretly canadian
17743,willowtip
17693,republic
17693,innovative leisure
17693,loma vista
17735,friends of friends
17735,wedidit
17673,pytheas
17674,luaka bop
17746,no pain in pop
17672,fat possum
17701,ghostly
17549,arbutus
17670,kranky
17742,world terror committee
17766,matador
17648,paper bag
17647,mute
17647,spoon
17767,bureau b
17664,kompakt
17764,rock action
17808,
17699,merok
17658,felte
17631,slender means society
17631,marriage
17646,arbutus
17765,mercury
17727,third man
17635,mexican summer
17652,50 weapons
17645,mexican summer
17645,software
17665,blackest ever black
17644,merge
17622,thrill jockey
17745,jolly dream
17632,xl
17590,merge
17761,warner bros.
17642,peaceville
17704,carpark
17628,warp
17630,thrill jockey
17484,transgressive
17484,mom & pop
17484,future classic
17579,graveface
17609,thrill jockey
17697,self-released
17576,profound lore
17760,1017 brick squad
17698,rvng intl.
17629,drag city
17643,sire
17643,ada
17797,drag city
17758,good
17662,woodsist
17759,innovative leisure
17691,warp
17626,caldo verde
17625,4ad
17661,sacred bones
17612,awesome tapes from africa
17623,matador
17621,captured tracks
17757,peoples potential unlimited
17663,no quarter
17712,polyvinyl
17618,bad seed ltd.
17711,don giovanni
17719,bureau b
17751,self-released
17722,lucky number
17750,self-released
17708,self-released
17714,friends of friends
17601,mexican summer
17718,atomnation
17572,night slugs
17583,badman
17747,self-released
17580,self-released
17733,spintonic
17578,warner bros.
17578,transgressive
17716,brainfeeder
17616,slumberland
17616,bella union
17683,brassland
17686,not not fun
17581,sub pop
17584,domino
17687,blue note
17659,melodic
17659,manimal
17679,indie
17499,rhino
17499,warner bros.
17575,warp
17682,greedhead
17682,camp & street
17613,arts & crafts
17615,rinse
17574,canvasback / atlantic
17383,bmg
17684,mishka
17715,trouble in mind
17677,rad
17726,self-released
17649,stones throw
17649,leaving
17656,dead oceans
17653,convex industries
17703,mint
17570,jagjaguwar
17707,werk discs
17569,marshall teller
17592,drag city
17620,polyvinyl
17620,glitter end
17523,ato
17577,ribbon music
17602,ipecac
17611,black bell
17606,metal blade
17571,kranky
17681,text
17636,double denim
17694,self-released
17562,underwater peoples
17676,columbia
17676,legacy
17567,merge
17568,4ad
17599,rounder
17695,a bigger splash
17565,island
17555,revolver
17637,decon
17655,mexican summer
17600,smalltown supersound
17538,domino
17654,ice h2o
17563,brassland
17544,clenchedwrench
17561,rush hour
17561,mcde
17537,frenchkiss
17537,infectious
17597,warner bros.
17595,self-released
17596,merge
17546,bulk
17651,epic
17651,free bandz
17559,mom & pop
17557,innovative leisure
17666,self-released
17594,end of time
17550,atlantic
17558,self-released
17514,fat cat
17556,ninja tune
17566,latitudes
17497,get on down
17517,sub pop
17619,self-released
17539,self-released
17553,fabric
17552,jagjaguwar
17330,jealous butcher
17502,other music
17593,kanine
17535,matador
17516,carpark
17560,thrill jockey
17513,barsuk
17512,secretly canadian
17638,under the spire
17585,xl
17585,young turks
17534,in the red
17586,maybach/warner bros.
17536,don giovanni
17554,drag city
17532,rhino
17532,warner bros.
17548,429
17551,captured tracks
17587,thrill jockey
17540,rca
17510,stones throw
17519,don giovanni
17530,free people
17528,self-released
17431,memphis industries
17529,fat possum
17529,turnstile
17533,chaperone
17518,self-released
17531,chimera
17496,thrill jockey
17501,matador
17405,what's your rupture?
17405,dull tools
17545,polyvinyl
17509,domino
17543,mishka
17504,mexican summer
17504,software
17526,rvng intl.
17486,nature sounds
17541,kranky
17542,golf channel
17508,kranky
17455,nocturnal
17418,atp
17500,misra
17520,melodic
17437,blackball
17511,rough trade
17521,cinematic
17478,ghostly
17425,brutal panda
17525,atlantic
17525,grand hustle
17489,fire
17490,rune grammofon
17507,piccadilly
17432,big scary monsters
17515,universal republic
17326,jungle
17424,yellowelectric
17461,felte
17485,spectrum spools
17498,hyperdub
17468,editions mego
17442,emotional response
17472,dfa
17417,finders keepers
17492,warp
17491,accidental
17494,our dawn
17503,
17404,listenable
17505,polo grounds / rca
17506,fool's gold
17488,domino
17483,clone
17443,handmade birds
17477,interscope
17487,fool's gold
17471,civil music
17421,hotflush
17423,fan death
17391,atlantic
17391,rostrum
17493,self-released
17475,self-released
17460,ultramarine
17450,profound lore
17407,light in the attic
17406,hydra head
17469,interscope
17470,volar
17377,hippos in tanks
17377,world music
17386,one little indian
17295,universal
17441,def jam
17416,acphale
17378,editions mego
17294,island def jam
17429,mexican summer
17430,mosaic
17481,spectrum spools
17355,italian beach babes
17355,faux discx
17355,gringo
17482,self-released
17480,sacred bones
17464,self-released
17467,fascination
17447,pendu sound
17393,carpark
17439,heavenly
17451,arbutus
17451,merok
17364,one little indian
17435,von records
17389,emi
17474,jagjaguwar
17359,pias
17359,different
17413,new amsterdam
17453,indie
17324,matador
17476,rca
17446,e1
17385,rock action
17382,agonia
17387,4ad
17457,self-released
17444,susan lawly
17411,in the red
17381,prosthetic
17384,emi
17327,software
17325,season of mist
17340,dfa
17463,innovative leisure
17376,industrial
17466,coke boys
17448,bedroom community
17317,broken spine
17302,hemlock
17434,bikini kill
17329,megaforce
17454,boysnoize
17408,pelican fly
17458,goner
17373,terrible
17374,sub pop
17363,self-released
17459,hippos in tanks
17412,hozac
17369,def jam
17456,mishka
17445,fourth wave
17293,thrill jockey
17399,metal blade
17370,merge
17301,decon
17352,xl
17352,hot charity
17414,blackest ever black
17440,spectrum spools
17129,polydor
17356,rvng intl.
17251,greedhead
17415,birth
17214,rhymesayers
17064,temporary residence
17375,vice
17328,dischord
17292,control group
17360,kranky
17300,republic
17300,seven four
17350,uno
17362,editions mego
17366,sacred bones
17366,avant!
17403,siltbreeze
17297,columbia
17279,ipecac
17296,woodsist
17299,babygrande
17217,werkdiscs
17320,asthmatic kitty
17304,jagjaguwar
17396,vagrant
17201,swtbrds
17353,planet mu
17280,universal republic
17365,caldo verde
17298,planet mu
17146,universal
17401,type
17272,fiction
17272,casablanca
17272,universal republic
17321,"guided by voices, inc."
17321,fire
17409,kranky
17343,drag city
17318,tompkins square
17269,rhino
17278,paw tracks
17380,nuclear blast
17380,stranded rekords
17290,krian
17367,stones throw
17433,stax
17433,red
17433,soul temple
17277,smalltown supersound
17349,no pain in pop
17395,hessle
17319,candlelight
17291,domino
17397,self-released
17259,different
17354,rough trade
17312,fade to mind
17303,warp
17274,monkeytown
17265,sacred bones
17400,moshi moshi
17314,no sleep
17273,domino
17276,editions mego
17331,dais records
17268,fdh
17268,red lounge
17268,resurrection
17398,metal blade
17402,self-released
17207,captured tracks
17204,kranky
17289,profound lore
17313,brassland
17209,mom & pop
17211,anti-
17181,cooperative
17271,merge
17286,tri angle
17182,captured tracks
17315,maybach
17254,kompakt
17225,r&s
17334,fool's gold
17213,warner bros.
17215,young one
17203,full pupp
17270,vibration vineyard
17338,carpark
17205,modern love
17206,neurot
17208,thrill jockey
17210,cascine
17219,astralwerks
17262,matador
17134,rad cult
17332,stranded rekords
17332,rocket recordings
17339,kranky
17336,dead oceans
17220,richter scale
17220,superball
17335,fader
17257,audraglint
17123,melodic
17123,supply and demand
17346,southern lord
17258,xl
17067,unseen worlds
17067,philo
17171,polydor
17221,aporia
17337,profound lore
17253,interscope
17253,aftermath
17253,top dawg
17344,mississippi
17218,dfa
17222,fat cat
17311,indie
17174,parlophone
17223,!k7
17255,relapse
17224,joyful noise
17322,modern love
17305,capitol
17266,graveface
17197,nature sounds
17184,siltbreeze
17284,stolen
16745,kora
16745,orange
16745,ernest jenning
17250,elektra
17178,anti-
17248,captured tracks
17238,vase
17179,temporary residence
17247,big beat
17188,planet mu
17180,sargent house
17173,rallye
17173,new words
17183,jiaolong
17252,polyvinyl
17177,mexican summer
17122,big dada
17105,the ship
17283,constellation
17176,barsuk
17175,thrill jockey
17307,self-released
17309,self-released
17132,epitaph
17119,odd future
17199,ajna offensive
17229,rinse
17245,triple crown
17135,odd future
17243,drag city
17007,chapter music
17230,domino
17242,50 weapons
17170,sub pop
17200,matador
17200,last gang
17200,fire
17172,fat cat
17282,rinse
17231,stones throw
17133,drag city
17136,anticon
17136,city slang
17158,iamsound
17198,relapse
17241,digitalis
17131,modular
17120,double six
17074,stones throw
17239,temporary residence
17263,drag city
17216,self-released
17130,secretly canadian
17157,rvng intl.
17234,creep city
17166,drag city
17125,rca
17235,self-released
17127,profound lore
17196,planet mu
17028,hardly art
17124,temporary residence
17126,anti-
17113,dead oceans
17121,sacred bones
17237,mie
17112,merge
17112,tomlab
17112,remote control
17112,moorworks
17281,warner bros.
17195,memphis industries
17155,hyperdub
17040,decon
17115,warp
17111,essential
17111,bloody chamber
17116,merge
17114,team love
17236,sedimental
17096,chimera
17081,debemur morti
17233,canvasback
17194,lefse
17107,bedroom community
17148,atlantic
17148,first & fifteenth
17097,canvasback / atlantic
17193,suicide squeeze
17108,sub pop
17191,ajna offensive
17110,load
17228,self-released
17106,nna tapes
17165,captured tracks
17192,dekmantel
17079,capitol
17032,astralwerks
17095,fat possum
17078,smalltown supersound
17049,music man
17084,sub pop
17156,perlon
17202,brownswood
17147,nuclear blast
17077,mexican summer
17050,jagjaguwar
16912,columbia
17088,paracadute
17087,4ad
17189,brassland
17046,acphale / weird world
16722,cooperative
17056,boombox / mom + pop
17058,imaveepee records / sony
17149,candlelight
17042,columbia
17038,brainfeeder
16941,rhymesayers/warner
17048,the end
17030,drag city
16994,def jam
16994,good
17047,woodsist
17055,thrill jockey
17160,maybach
17076,relapse
17037,warp
17043,kill rock stars
17041,drag city / sun ark
17185,drag city
17033,anti-
17145,self-released
16971,tri angle
17036,brushfire
17102,black market activities
17104,northern spy
17139,columbia
17035,barsuk
17103,partisan
16983,warp
17141,serpents and snakes
17029,in the red
17154,bathetic
17027,vice
16986,merge
17031,kompakt
17026,4ad / todo mundo
16987,sacred bones
17024,sub pop
16989,late night tales
16990,mona
17022,young turks
17159,young money entertainment
16985,temporary residence
17186,american
16991,sony
16979,secretly canadian
17023,ato
16939,true panther
17137,hyperdub
17144,editions mego
16988,p.w. elverum & sun
16981,merge
16945,ultra
17138,wedidit
16967,carpark
16984,matador
17070,polo grounds / rca
16992,mexican summer
17143,female fantasy
17019,not not fun
16980,domino
16993,polyvinyl
16975,ato
16975,soft revolution
16978,cooking vinyl
17020,ato
16836,century media
17014,tin angel
16504,because
16504,ribbon music
17025,relapse
17063,hydra head
17094,domino
16959,o genesis
17017,fat beats
17101,greedhead / lrg
16977,editions mego
17093,text
16916,lex
16965,asthmatic kitty
16919,luaka bop
17054,palilalia
16969,captured tracks
16973,ghostly
17100,self-released
17092,def jam
17016,polyvinyl
16964,young god
16972,merge
17071,ruffhouse
16966,border community
16968,sub pop
16936,4ad
17012,dead oceans
17091,misra
17015,drag city
17082,fiction
17068,emi
16908,merge
17065,fire
17005,southern lord
17083,other music
16938,universal island
16938,pmr
17072,ride
16942,smalltown supersound
16998,sham palace
16963,hometapes / spacebomb
16940,secretly canadian
16937,wind-up
16934,underwater peoples
16890,thrill jockey
17061,salinas
16944,frenchkiss
16956,black mines
17060,self-released
17008,luckyme
17004,profound lore
16926,hear music / concord
17066,merge
16910,odessa
16709,yep roc
17010,slumberland
16810,virgin
17053,olde english spelling bee
17051,self-released
17013,playground
16911,luaka bop
16906,pias
16758,sub pop
17001,brainfeeder
16935,anti-
17009,captured tracks
16948,sacred bones
16962,nude beach
17062,dirty hit
16909,ghostly
17002,earache
16957,odd future
16925,anticon
16958,norman
16955,de stijl
16999,profound lore
16884,mute
16855,domino/drag city
16915,full time hobby
16846,sub pop
16875,temporary residence
16902,secretly canadian
17000,fool's gold
16953,self-released
16960,norman
16893,trouble in mind
17003,temporary residence
16828,ash international
16903,hardly art
16932,self-released
16761,mad decent
16773,century media
16913,daptone
16873,kompakt
16933,air texture
16896,ideologic organ
16843,legacy
16951,self-released
16901,captured tracks
16895,three lobed
16871,profound lore
16877,parlophone
16870,anticon
16834,morr
16774,20 buck spin
16949,recollection grm
16997,def jam
16862,merge
16952,self-released
16897,deranged
16905,goner
16857,geffen/get on down
16866,hyperdub
16868,drag city
16924,smalltown supersound
16954,planet mu
16860,anti-
16883,true panther
16883,noizy cricket!!
16883,biz 3
16856,mercury
16885,universal
16930,software
16854,warp/luckyme
16849,rough trade
16772,kanine
16850,spectrum spools
16888,candlelight
16851,4ad
16852,sargent house
16858,drag city
16738,kompakt
16917,ghostly
16844,columbia
16950,self-released
16869,jagjaguwar
16891,demon
16886,light in the attic
16832,def jam
16833,ribbon music
16853,no quarter
16829,hippos in tanks
16830,saddle creek
16929,emi
16835,moshi moshi
16826,cascine
16865,day & night
16892,finders keepers
16771,relapse
16812,smithsonian folkways
16831,warner bros.
16867,hum and buzz
16848,modular
16859,def jam
16918,katorga works
16927,self-released
16920,night people
16928,dmmerung arts
16815,fire
16702,island def jam
16702,cinematic
16769,season of mist
16769,norma evangelium diaboli
16922,decon
16741,late night tales
16814,rhymesayers
16824,!k7
16847,sub pop
16827,polyvinyl
16807,self-released
16806,domino
16707,matador
16808,hardly art
16759,edsel
16880,underwater peoples
16805,4ad
16803,hippos in tanks
16889,everloving
16809,strut
16813,dovecote
16898,sincerely yours
16765,bella union
16804,!k7
16731,ruff draft
16770,profound lore
16797,rca
16879,maybach
16879,warner bros.
16842,subliminal sounds
16842,partisan
16802,lujo
16751,fat cat
16755,sub pop
16841,light in the attic
16840,mute
16887,self-released
16823,self-released
16766,numero group
16718,rough trade
16753,polyvinyl
16752,roadrunner
16720,sacred bones
16740,fire
16894,self-released
16719,casablanca
16748,hydra head
16878,neurot
16749,captured tracks
16864,
16795,hippos in tanks
16754,monkeytown
16739,in the red
16744,in the red
16750,dead oceans
16845,beat records
16820,drag city
16729,warp
16863,jagjaguwar
16734,drag city
16746,slumberland
16736,bleak
16736,division
16822,fool's gold
16743,drag city
16728,v2
16793,woe to the septic heart
16818,planet mu
16623,arts & crafts
16727,rca
16756,smalltown supersound
16789,software
16660,hassle
16660,3qtr
16800,bar/none
16742,caroline
16742,emi
16742,martha's
16737,mexican summer
16737,weird world
16796,saint marie
16796,second language
16708,hardly art
16710,anti-
16732,epic
16733,mute
16817,escho
16794,editions mego
16781,relapse
16816,mad decent
16799,underwater peoples
16735,record makers
16671,fat possum
16671,fiction
16791,ivy league
16721,xl
16798,self-released
16792,mexican summer
16696,profound lore
16837,fat possum
16716,4ad
16686,bmg
16790,friends of friends
16838,leaf
16838,brassland
16634,profound lore
16717,warner bros.
16717,asylum
16717,brick squad monopoly
16711,dead oceans
16685,ipecac
16730,optimo music
16724,sub pop
16706,domino
16712,mom & pop
16712,metric music international
16713,paw tracks
16673,deek
16780,dial
16775,interscope
16640,byelobog
16625,zappa
16715,matador
16783,v2
16692,hyperdub
16703,disques hives
16649,rcmp
16694,upper class
16705,rough trade
16693,columbia
16699,warner bros.
16698,frenchkiss
16695,pampa
16683,hippos in tanks
16697,invada
16784,top dawg
16664,important
16631,lefse
16676,believe
16681,mute
16777,columbia
16782,self-released
16767,season of mist
16687,mexican summer
16684,reprise
16674,caldo verde
16661,captured tracks
16778,self-released
16704,profound lore
16646,rockstar
16662,box of cedar
16678,clone
16680,saddle creek
16786,type
16628,xl
16668,pil
16670,sire
16675,vagrant
16675,community music
16779,city slang
16564,polyvinyl
16663,true panther
16666,universal
16666,polydor
16666,casablanca
16667,sub pop
16672,thrill jockey
16635,fat possum
16635,bella union
16602,xtra mile
16645,self-released
16665,ninja tune
16768,night slugs
16651,hear music
16642,prosthetic
16643,secretly canadian
16656,caldo verde
16656,orindal
16760,vagrant
16636,universal
16647,interscope
16647,n.e.e.t.
16659,richie
16644,acute
16639,universal
16639,deutsche grammophon
16657,p.w. elverum & sun
16652,ministry of sound
16637,hlr
16654,wichita
16650,ghostly
16641,fat possum
16638,drag city
16669,greco-roman
16624,hotflush
16620,handmade birds
16608,warp
16577,polar
16614,warner bros.
16614,maybach
16648,wierd
16655,tectonic
16606,stunvolume
16595,delicious vinyl
16595,get on down
16621,dischord
16611,innova
16619,hardly art
16609,mexican summer
16507,captured tracks
16617,slumberland
16613,text
16618,innervisions
16537,williams street
16615,dangerbird
16616,thrill jockey
16622,editions mego
16612,sundazed
16604,sub pop
16604,bella union
16597,sub pop
16594,spectrum spools
16610,barsuk
16607,fan death
16605,sony
16599,what's your rupture?
16600,invada
16591,captured tracks
16596,thrill jockey
16603,vice
16601,southern lord
16556,secretly canadian
16551,southern lord
16541,woodsist
16578,r&s
16586,temporary residence
16598,self-released
16592,3by3
16593,kranky
16588,young god
16589,ample play
16584,paper bag
16587,jagjaguwar
16590,monkeytown
16585,parlophone
16580,night slugs
16567,wichita
16583,relapse
16582,circus company
16558,drag city
16574,downtown
16574,across the universe
16581,light in the attic
16579,atlantic
16579,679
16568,sacred bones
16576,polydor
16576,female energy
16565,paper bag
16565,dummy
16562,knitting factory
16562,strut
16573,muti music
16575,southern lord
16570,atlantic
16570,downtown
16563,a
16572,barsuk
16571,self-released
16569,elefant
16555,ribbon music
16553,captured tracks
16566,hyperdub
16561,mute
16560,warp
16532,saddle creek
16535,warp
16550,mexican summer
16557,greedhead
16557,camp & street
16559,bark and hiss
16518,nonesuch
16552,greedhead
16552,mishka
16552,veehead
16554,epic
16554,a1
16554,free bandz
16538,columbia
16548,kompakt
16544,honest jon's
16540,tri angle
16546,tompkins square
16546,paradise of bachelors
16547,prophecy
16549,preservation
16466,white denim
16539,don giovanni
16543,southern lord
16545,kill rock stars
16542,not not fun
16512,epic
16520,carpark
16528,readymade
16531,translation loss
16536,rune grammofon
16534,columbia
16534,third man
16533,volcom
16526,frenchkiss
16529,the end
16530,planet mu
16522,warner bros.
16522,lovely sorts of death
16524,the end
16521,well rounded
16527,important
16525,partisan
16498,bbc
16487,maybach
16519,anti-
16517,dark descent
16501,shrimper
16513,rvng intl.
16516,polydor
16516,decca
16509,heavy on the grind
16515,downtown
16515,xenon
16508,good to die
16514,warp
16511,hardly art
16502,slumberland
16502,fortuna pop!
16510,dark skies association
16505,kanine
16503,fat possum
16495,jagjaguwar
16506,liberation technologies
16491,self-released
16500,western vinyl
16499,ribbon music
16496,acphale
16493,yellowelectric
16486,our dawn
16486,chartbreaker
16492,splendour
16480,island
16497,
16483,act music + vision
16489,burning world
16489,gravedancer
16481,glassnote
16464,stones throw
16494,hydra head
16490,handmade birds
16473,galactic zoo disk
16484,greedhead
16460,merge
16488,sonic unyon
16482,self-released
16485,manimal vinyl
16476,captured tracks
16479,ato
16462,tri angle
16446,soul jazz
16474,relapse
16475,mon amie
16471,cash money
16471,young money entertainment
16471,universal republic
16478,e1
16477,downtown
16477,mad decent
16472,true panther
16463,50 weapons
16469,parlophone
16440,hometapes
16440,dead oceans
16468,warp
16470,broken limbs
16467,nna tapes
16458,acp
16442,columbia legacy
16461,wilderland
16461,thirty tigers
16451,nettwerk
16465,fat cat
16452,italians do it better
16457,jagjaguwar
16456,fire
16459,self-released
16455,nonesuch
16432,kranky
16454,xl
16454,hot charity
16450,leaf
16450,hometapes
16443,geographic
16449,art fag
16433,temporary residence
16415,elestial sound
16445,downtown
16445,universal republic
16448,profound lore
16447,iron works
16428,late night tales
16434,self-released
16444,sub pop
16411,tough love
16441,prophecy
16439,emi
16416,someothaship connect
16438,sub pop
16438,bella union
16437,gala drop
16431,mute
16424,astralwerks
16435,nonesuch
16436,anticon
16430,sub pop
16408,light in the attic
16426,interscope
16426,live nation
16406,true panther
16422,yep roc
16429,de stijl
16427,friendly fire
16425,
16418,anticon
16357,prologue
16423,bluroc
16405,pid
16421,odd future
16420,kranky
16417,black truffle
16419,infinite best
16407,canvasback
16413,matador
16414,
16410,totally gross national product
16409,douchemaster
16412,planet mu
16394,warp
16397,cutters
16395,underwater peoples
16404,lanark
16387,tee pee
16390,columbia
16390,aural apothecary
16401,alternative tentacles
16402,scopitones
16403,100% silk
16399,strut
16400,self-released
16393,maybach
16392,season of mist
16398,hippos in tanks
16396,island
16375,self-released
16391,self-released
16380,thrill jockey
16377,hyperdub
16385,tummy touch
16378,polyvinyl
16378,bella union
16379,rocket girl
16388,prosthetic
16386,post present medium
16389,daps
16365,honest jon's
16384,dd172
16384,bluroc
16384,jets international
16384,tower chime
16381,100% silk
16382,sub pop
16383,mad dragon
16383,township
16373,capitol
16362,stones throw
16376,leaving
16370,mammoth cave recording co.
16370,southpaw
16301,drag city
16369,mute
16374,matador
16372,lo
16371,truth & soul
16363,honest jon's
16360,merge
16311,tbd
16311,white iris
16367,universal
16367,cash money
16367,young money entertainment
16368,sub pop
16366,mexican summer
16364,columbia
16359,dead oceans
16355,odd future
16354,v2
16354,cooperative
16361,nuclear war now!
16356,bella union
16356,mom & pop
16344,atlantic
16344,warner bros.
16344,homeschool
16351,godmode
16358,anti-
