reviewid,artist
19079,miles davis
19168,small black
19137,bart davenport
19159,gang wizard
19122,the hold steady
19126,machinedrum
19165,2ne1
19169,chimurenga renaissance
19076,pilgrim
19080,johnny cash
19123,glenn kotche
19160,the bad plus
19077,the brothers & sisters
19136,horseback
19164,yg
19125,the range
19078,smoke dza
19167,carla bozulich
19120,twilight
19124,future islands
19088,lavender country
19135,owls
19081,tony molina
19157,grieves
19121,liars
19109,kevin gates
19158,pan sonic
19142,dutch e germ
19104,obnox
19139,skrillex
19118,evian christ
19141,jonny greenwood
19141,bryce dessner
19087,tokyo police club
19089,jon porras
19099,black lips
19140,various artists
18924,current 93
19138,offenders
19127,vertical scratchers
19114,kevin drew
19119,the coathangers
19115,woo
19129,vermont
19134,lyla foy
19094,the war on drugs
19133,kid cudi
19110,tycho
19117,beth israel
19070,psalm zero
19086,perfect pussy
19111,le1f
19112,shit robot
19113,nocando
19116,bo anders persson
19103,trust
19131,curren$y
19102,move d
19128,the unsemble
19105,ringworm
18930,madlib
18930,freddie gibbs
19090,unwound
19108,elbow
19095,donato dozzy
19095,nuel
19132,posse
19098,dean wareham
19072,various artists
19063,peter walker
19084,benedek
19085,dodsferd
19130,frankie cosmos
19107,sun araw
19001,hauschka
18962,thou
19000,tensnake
19101,metronomy
18987,eagulls
19073,d. charles speer and the helix
19091,axxa/abraxas
18859,cynic
19100,pharrell
19050,m
19066,linda perhacs
19062,eternal summers
19052,laibach
19097,rick ross
19071,nothing
19069,tunde olaniran
19068,eadonmm
18881,lakutis
19096,various artists
18972,drive-by truckers
18978,perc
19042,empty flowers
19083,whomadewho
18971,the men
19067,thug entrancer
19035,patten
19012,tomas barfod
19082,obey city
19082,seiho
19060,real estate
19047,major lazer
19065,nguzunguzu
19019,various artists
19053,death vessel
19043,schoolboy q
18963,the hotelier
19056,ricky eat acid
19061,ava luna
19006,com truise
19054,the notwist
19037,moodymann
19051,bob mould
19023,skaters
19032,
18961,wild beasts
19055,superchunk
19021,behemoth
19064,christina vantzou
19057,the souljazz orchestra
18959,beck
19041,damaged bug
19044,ramesh
19034,homeboy sandman
19049,tacocat
19020,st. vincent
19017,neneh cherry
19033,magic touch
18985,dena
19018,bleeding rainbow
18999,morrissey
19008,new bums
19059,peter buck
18958,slough feg
19013,yautja
18960,untold
19016,optimo
19038,karen gwyer
19046,kalle mattson
19026,various artists
18957,guided by voices
19011,shocking pinks
19040,illum sphere
18981,culted
18997,junius
19009,phantogram
19031,hurray for the riff raff
19010,leyland kirby
18995,solids
19029,woods of desolation
18956,angel olsen
19030,hands
18996,lydia loveless
19028,neil finn
18994,cheatahs
19024,container
18993,willis earl beal
18938,band of horses
18990,planningtorock
19022,brigitte fontaine
19014,isaiah rashad
18986,nina persson
18857,helms alee
18992,mantar
18969,lo-fang
18935,speedy ortiz
18989,
18976,shackleton
19005,afterhours
18955,temples
18922,cibo matto
18947,various artists
18984,modern baseball
18982,foetus
19002,dog bite
18907,katy b
18909,tinariwen
18991,total slacker
18916,gridlink
18951,thumpers
18941,marissa nadler
18923,holly herndon
19003,feadz
18983,white rainbow
18988,various artists
18939,mark mcguire
18828,have a nice life
18919,gardens & villa
19004,cheveu
18871,guardian alien
18863,xiu xiu
18936,mas ysa
18932,jerome lol
18861,sunn o)))
18861,ulver
18934,woodsman
18914,broken bells
18862,bombay bicycle club
18867,aztec camera
18974,dj dog dick
18977,aa
18860,sun kil moon
18948,snowbird
18910,lost in the trees
18870,bohren & der club of gore
18869,cymbals
18915,ceo
18908,maximo park
18964,ty dolla $ign
18967,david first
18928,julie byrne
18940,uncle tupelo
18903,quilt
18979,tink
18942,jess williamson
18973,various artists
18826,lambchop
18944,bibio
18937,supreme cuts
18950,stefan jaworzyn
18943,gem club
18968,four tet
18946,actress
18906,pontiak
18953,cashmere cat
18966,demilich
18912,dum dum girls
18933,cities aviv
18905,hospitality
18904,morgan delt
18975,argentinum astrum
18902,against me!
18898,jeremy jay
18918,tara jane o'neil
18868,drowners
18952,step brothers
18866,bill callahan
18949,nils frahm
18926,damien jurado
18827,indian
18931,michael yonkers
18892,warpaint
18793,nick drake
18900,jack name
18897,vex
18917,shy boys
18855,thee silver mt. zion memorial orchestra
18895,james vincent mcmorrow
18853,doug paisley
18901,alcest
18883,graze
18896,mogwai
18856,various artists
18865,the john lurie national orchestra
18893,pangaea
18920,guerilla toss
18834,hiss golden messenger
18852,mark lanegan
18854,i break horses
18887,big ups
18894,lee bannon
18770,the velvet underground
18891,you blew it!
18847,gucci mane
18899,audion
18832,nina kraviz
18835,sharon jones and the dap-kings
18884,kool a.d.
18846,peter morn
18842,the lucksmiths
18885,fabolous
18890,disclosure
18886,cybotron
18882,del tha funkee homosapien
18848,painted palms
18877,the gories
18833,bruce springsteen
18837,ariel pink
18879,roc marciano
18849,blank realm
18850,lanterns on the lake
18875,pixies
18876,angel haze
18873,self defense family
18809,big business
18829,sick thoughts
18840,busta rhymes
18840,q-tip
18823,mouse on mars
18845,luciano cilio
18841,magic trick
18872,dudley perkins
18830,clams casino
18831,king l
18889,harold budd
18819,ukkonen
18880,way through
18822,stephen malkmus and the jicks
18839,various artists
18825,various artists
18722,justus khncke
18794,barnett + coloccia
18821,beyonc
18843,e-40
18813,drexciya
18818,kerridge
18838,the verlaines
18820,burial
18735,the thing
18705,lumbar
18789,bryce hackford
18804,sada bonaire
18817,childish gambino
18816,the fall
18805,ian isiah
18765,vastum
18807,zachary cale
18757,neil young
18762,xiu xiu
18773,patrick cowley
18780,ron morelli
18776,vangelist
18812,r. kelly
18810,various artists
18808,david novick
18742,robert beatty
18790,bjrn torske
18801,7 days of funk
18802,robert pollard
18648,gardland
18620,inquisition
18803,don trip
18803,starlito
18800,mastodon
18782,various artists
18737,iron chic
18746,noveller
18744,bloodyminded
18787,bright eyes
18799,rhys chatham
18739,ejecta
18792,patten
18781,physical therapy
18788,beedeegee
18791,francis and the lights
18814,kallisti
18786,heatsick
18545,vaura
18763,black flag
18798,flume
18798,chet faker
18797,emily jane white
18659,mike donovan
18654,capsule
18760,nick cave & the bad seeds
18767,phill niblock
18796,kevin morby
18795,guido
18618,perera elsewhere
18783,thee oh sees
18784,raum
18785,shearwater
18758,beachwood sparks
18759,creep
18761,milosh
18695,mick turner
18729,gap dream
18775,teengirl fantasy
18738,hellfyre club
18769,destroyer
18658,various artists
18750,sebastien grainger
18768,egyptrixx
18721,jensen sportag
18703,various artists
18755,tindersticks
18728,okkyung lee
18728,c. spencer yeh
18728,lasse marhaug
18694,title fight
18777,jhen aiko
18699,the killers
18675,russian circles
18743,logos
18745,ricardo donoso
18774,willie burns
18756,soundgarden
18725,excepter
18601,anna calvi
18740,fins
18680,vatican shadow
18779,death grips
18753,andrew bird
18686,the stranger
18690,minor alps
18617,skeletonwitch
18754,kurt vile
18754,sore eros
18778,various artists
18700,magik markers
18734,fis
18683,future of the left
18749,john talabot
18660,throwing muses
18720,wooden shjips
18716,cate le bon
18687,whores
18752,the beatles
18771,yamantaka // sonic titan
18655,various artists
18723,brad laner
18652,boogarins
18736,blood orange
18751,various artists
18718,polia
18772,gatekeeper
18726,skin town
18704,songs: ohia
18764,moonface
18713,tennis
18707,no joy
18715,jonwayne
18693,grizzly bear
18719,mount eerie
18717,luke temple
18748,connan mockasin
18731,musiccargo
18712,swans
18747,gesaffelstein
18702,kronos quartet
18702,bryce dessner
18732,william onyeabor
18692,luscious jackson
18727,action bronson
18727,party supplies
18714,sbastien tellier
18706,matana roberts
18710,nguzunguzu
18697,latyrx
18733,eminem
18656,death cab for cutie
18711,yvette
18647,boldy james
18647,the alchemist
18741,wooden wand & the world war iv
18701,m.i.a.
18708,mellowhigh
18709,james ferraro
18688,widowspeak
18657,sapphire slows
18689,cut copy
18603,the beta band
18589,swearin
18653,doley bernays
18696,midlake
18679,the range
18673,active child
18684,circuit des yeux
18685,yancey boys
18724,miracle
18677,the flaming lips
18678,laurel halo
18651,matt kivel
18616,black devil disco club
18644,oozing wound
18681,sky ferreira
18676,los campesinos!
18639,son lux
18625,upset
18613,gnaw
18667,arcade fire
18672,autechre
18619,audacity
18682,paavoharju
18543,atlantean kodex
18669,mutual benefit
18665,omar souleyman
18356,unwound
18626,dosh
18549,castevet
18670,ryan hemsworth
18674,kwes
18621,special request
18610,boardwalk
18629,doomriders
18666,juana molina
18671,matthew e. white
18668,happy jawbone family band
18638,daniel avery
18396,red fang
18627,dj rashad
18615,black milk
18635,ducktails
18622,livity sound
18558,earthless
18623,best coast
18643,motrhead
18624,dead gaze
18663,cfcf
18395,subrosa
18661,kelela
18612,cass mccombs
18662,pelican
18522,schneider tm
18628,deco
18649,four tet
18650,bonnie prince billy
18641,courtney barnett
18642,school of night
18631,cave
18637,the dismemberment plan
18634,paul mccartney
18646,crystal antlers
18469,summer camp
18604,leverage models
18559,tim hecker
18645,pearl jam
18633,hoax
18632,frog eyes
18630,the body
18608,cults
18636,dean wareham
18609,the men
18611,various artists
18541,bill orcutt
18607,diplo
18606,of montreal
18479,various artists
18605,the dirtbombs
18518,in solitude
18602,glasser
18599,lee ranaldo and the dust
18579,sons of the morning
18580,elf power
18568,into it. over it.
18277,pusha t
18506,le1f
18600,albert hammond jr.
18581,tape deck mountain
18532,hunters
18594,sleigh bells
18542,alex chilton
18575,brendan canning
18540,steve hauschildt
18535,yuppies
18586,darkside
18576,polvo
18596,rjd2
18530,trentemller
18524,roy harper
18537,oneohtrix point never
18598,touch amor
18585,the blow
18573,quasi
18554,forest fire
18565,danny brown
18563,parkay quarts
18614,lorde
18572,blitzen trapper
18521,kelley stoltz
18538,the field
18499,deltron 3030
18531,the foreign exchange
18556,connections
18597,cuushe
18548,justin timberlake
18513,machinedrum
18582,yuck
18577,melt-banana
18368,pinkish black
18574,haim
18570,fuzz
18557,dr. dog
18500,san fermin
18592,youth code
18533,mazzy star
18514,au revoir simone
18434,dustin wong
18536,traxman
18329,loss of self
18529,icona pop
18534,jesu
18525,girls against boys
18359,ghost wave
18459,ulcerate
18523,chvrches
18492,why?
18417,potty mouth
18495,blouse
18418,windhand
18517,nirvana
18519,peter gabriel
18528,arp
18394,grave miasma
18567,the internet
18511,drake
18512,frankie rose
18591,ariana grande
18520,huerco s.
18483,fort romeau
18482,sebadoh
18494,yoko ono plastic ono band
18569,g-dragon
18553,craig leon
18547,rashad becker
18590,fka twigs
18497,elvis costello
18497,the roots
18496,mark lanegan
18555,carol kleyn
18416,kyson
18498,holy ghost!
18562,2 chainz
18449,the dead c
18489,royal bangs
18484,keep shelly in athens
18491,bill callahan
18367,modern life is war
18493,crystal stilts
18473,london grammar
18566,celestial shore
18487,mgmt
18488,islands
18490,daedelus
18485,clark
18486,lake
18477,factory floor
18468,delorean
18478,joanna gruesome
18388,balance and composure
18552,jacuzzi boys
18474,goldfrapp
18460,willis earl beal
18467,the 1975
18472,jessy lanza
18516,j-zone
18386,arctic monkeys
18561,lil wayne
18507,grooms
18360,carcass
18550,terry malts
18470,janelle mone
18471,body/head
18387,man man
18546,elizabeth morris
18551,emily reo
18458,the weeknd
18438,califone
18444,goodie mob
18453,mm
18465,the stepkids
18560,pixies
18456,chelsea wolfe
18505,richard youngs
18462,the howling wind
18435,jackson and his computerband
18451,neko case
18415,the julie ruin
18436,jonathan rado
18445,coachwhips
18466,pink frost
18447,volcano choir
18448,king khan and the shrines
18452,roky erickson
18437,richard buckner
18504,vattnet viskar
18443,nine inch nails
18457,okkervil river
18454,john wizards
18503,holograms
18450,wolfgang voigt
18402,bob dylan
18461,icarus line
18310,marcos cabral
18397,golden suits
18331,vasaeleth
18414,king krule
18442,sly and the family stone
18431,vieux farka tour
18375,modern hut
18422,venom p. stinger
18413,belle and sebastian
18501,party supplies
18441,shigeto
18502,pity sex
18440,various artists
18401,forest swords
18384,the dodos
18333,flaamingos
18430,disappears
18400,m. geddes gengras
18429,franz ferdinand
18385,dent may
18346,gorguts
18347,bent shapes
18439,lycia
18408,julianna barwick
18411,crocodiles
18424,diana
18432,mean lady
18446,exhumed
17921,a$ap ferg
18393,anna meredith
18188,laura veirs
18364,r. stevie moore
18383,still life still
18398,ty segall
18382,destruction unit
18423,the world is a beautiful place & i am no longer afraid to die
18412,white hills
18428,roach gigz
18325,no age
18409,illangelo
18426,chastity belt
18420,jeremiah jae
18305,watain
18380,earl sweatshirt
18381,porcelain raft
18410,diarrhea planet
18366,ildjarn
18421,danny paul grody
18378,julia holter
18326,braids
18425,bitchin bajas
18391,slow walkers
18406,the delta mirror
18376,zola jesus
18390,robbie basho
18299,gogol bordello
18306,surf city
18407,jonwayne
18365,superchunk
18419,sampha
18405,billy woods
18379,pure bathing culture
18370,various artists
18363,mark kozelek
18363,desertshore
18320,medicine
18330,lustmord
18377,bare mutants
18374,the horse's ha
18324,washed out
18062,the bug
18372,rudimental
18351,dbridge
18373,ras g
18250,raspberry bulbs
18350,dm-funk
18350,steve arrington
18314,edward sharpe & the magnetic zeros
18403,the belle game
18371,missing monuments
18323,bloc party
18352,the clean
18353,pete rock
18353,camp lo
18354,homeboy sandman
18358,yellow eyes
18389,default genders
18362,prodigy
18362,the alchemist
18307,-ziq
18361,pond
18322,pop. 1280
18321,ultrasta
18254,eric copeland
18308,dawn of midi
18318,honey ltd.
18300,ken camden
18317,explosions in the sky
18317,david wingo
18316,annie
18319,minks
18348,sarah lee guthrie
18348,johnny irion
18224,lycus
18293,loftus
18369,kyary pamyu pamyu
18340,soft metals
18093,lesbian
18263,wrekmeister harmonies
18315,moderat
18344,helen marnie
18068,mouth of the architect
18189,morne
18349,raffertie
18341,ka
18357,crash of rhinos
18332,the cairo gang
18284,partynextdoor
18287,true widow
18339,baroness
18312,grant hart
18294,the love language
18262,mammoth grinder
18335,whirr
18298,alunageorge
18343,clap your hands say yeah
18304,ikonika
18345,nylo
18311,chance
18336,kevin gates
18337,future bible heroes
18285,twin peaks
18301,taragana pyjarama
18327,rl grime
18296,weekend
18228,lightning dust
18290,nadine shah
18302,nobody
18175,valient thorr
18297,jackson scott
18286,hunx and his punx
18260,palms
18255,locrian
18269,salvia plath
18288,the mountain goats
18268,pet shop boys
18258,the memories
18174,hospital ships
18131,dunkelziffer
18295,fuck buttons
18207,-ziq
18289,roedelius schneider
18159,man's gin
18240,okkyung lee
18259,the smashing pumpkins
18251,mark mulcahy
18209,david yow
18238,iasos
18222,amon amarth
18282,william basinski
18257,mayer hawthorne
18309,ty dolla $ign
18265,alela diane
18278,hatred surge
18256,andy kaufman
18227,slum village
18271,gauntlet hair
18292,hebronix
18182,various artists
18212,big star
18274,andrew cedermark
18223,natasha kmeto
18199,ghost outfit
18291,various artists
18275,david lynch
18045,devo
18281,cfcf
18279,young moe
18252,alex burkat
18245,speedy ortiz
18276,joey bada$$
18229,bass drum of death
18176,steve gunn
18092,summoning
18280,ciara
18168,ryksopp
18266,kirin j callinan
18283,jason isbell
17972,calexico
18248,daughn gibson
18272,freddie gibbs
18261,blondes
18171,keith fullerton whitman
18171,floris vanhoof
18118,melt yourself down
18267,araabmuzik
18249,robert pollard
18217,ooooo
18203,people of the north
18239,ruby pins
18247,jay z
18246,new order
18097,carl craig
18112,jan st. werner
18244,daniel wohl
18184,james holden
18190,townes van zandt
18264,migos
18210,the-drum
17934,katie got bandz
18219,run the jewels
18164,airhead
18163,css
18237,knx
18218,tnt subhead
18243,daftside
18206,beady eye
18236,iamsu!
17893,power trip
18162,hailu mergia
18215,wale
18214,the ex & brass unbound
18221,matias aguayo
18241,spectrals
18233,noisem
18195,austra
18220,mavis staples
18039,matthew herbert
18196,noah and the whale
18100,integrity
18154,digable planets
18211,high on fire
18170,mick harvey
18117,serengeti
18147,roomrunner
18202,mac miller
18200,public image ltd
18204,candy claws
18213,stellar om source
18234,gunplay
17588,j. cole
18124,empire of the sun
18225,jagwar ma
18235,the baptist generals
18109,sonny and the sunsets
18186,action bronson
18088,scott walker
18181,bad rabbits
18115,the mantles
18158,date palms
18183,zomby
18201,john vanderslice
17974,oren ambarchi | keiji haino | jim o'rourke
18083,sfv acid
18198,alexander spit
18172,kanye west
18173,quasimoto
18205,aye nako
18005,takako minekawa
18005,dustin wong
18197,teen
18191,sigur rs
18194,royal trux
18192,protomartyr
18187,close
18193,emika
18103,these new puritans
18121,gold panda
18177,rodan
18141,wampire
18120,coma cinema
18169,the lonely island
18123,surfer blood
18167,lansing-dreiden
18122,lust for youth
18095,oblivians
18110,smith westerns
18089,quadron
18166,the jet age of tomorrow
18084,blood ceremony
18146,benga
18060,deafheaven
18098,portugal. the man
18080,koreless
18139,peals
18161,case studies
18104,boards of canada
18165,black sabbath
17923,double dagger
18140,brazos
18157,etran finatawa
18156,thundercat
18185,camera obscura
18058,peter jefferies
17967,phaseone
18130,lilacs & champagne
18090,jon hopkins
18152,ryan hemsworth
18179,mykki blanco
18082,asg
18114,chris corsano
18114,bill orcutt
18096,eleanor friedberger
18178,french montana
18054,alex bleeker and the freaks
17610,cleaners from venus
18155,the child of lov
18091,disclosure
18086,alice in chains
18081,hyetal
18136,grim tower
18142,beacon
18087,queens of the stone age
18137,animal collective
18066,laura marling
18094,rogue wave
18099,shining
18134,various artists
18064,tricky
18004,classixx
18153,sean nicholas savage
18135,jenny hval
18057,kylesa
18138,rivers cuomo
18138,scott murphy
18000,eluvium
17927,agrimonia
18145,human eye
18053,the-dream
18063,cocorosie
17949,king tuff
17965,still corners
18061,mount kimbie
18065,baths
18056,the pastels
18043,kingdom
18055,when saints go machine
18085,black host
18050,four tet
17998,pure x
18031,saturday looks good to me
17956,dean blunt
18119,xenia rubinos
18076,dirty beaches
18029,club 8
18007,glenn jones
18129,kisses
18052,the source family
18042,majical cloudz
18143,songs: ohia
18133,tree
17776,ms mr
18132,octo octa
18030,the national
18051,laurel halo
18008,survival
18078,shannon and the clams
17952,secret circuit
18028,daft punk
17813,laura mvula
18033,scout niblett
18108,daniel menche
18077,sqrl
18035,various artists
17869,mark lanegan & duke garwood
18019,vr
18020,cathedral
18128,various artists
18044,the fall
18009,pharmakon
18003,dungeonesse
17915,slava
18070,john grant
17942,the breeders
18006,bibio
18125,love
17817,gun outfit
17980,sadgiqacea
18106,wild nothing
18049,r.e.m.
17997,adult.
18059,uncle acid and the deadbeats
18027,patrick vian
17963,vampire weekend
17996,sam amidon
18107,tera melos
18040,various artists
18069,the focus group
17990,she & him
18001,small black
18036,pharaohs
18002,immolation
18016,purson
17999,justice
17925,kid cudi
18025,beaches
17988,zs
17971,aosoth
17989,primal scream
17978,little boots
18023,david lang
18071,gobby
18101,wolf people
18105,chance the rapper
17950,colin stetson
17964,co la
18073,bill ryder-jones
17892,howl
17977,savages
18011,van dyke parks
17932,neon neon
17854,altar of plagues
17987,omar s
17966,deerhunter
17953,so so glos
17943,talib kweli
17970,the body
18072,wax idols
17959,mikal cronin
17947,melvins
17957,ola podrida
18024,various artists
18038,connections
17944,guided by voices
18046,akron/family
17917,various artists
17941,bone sickness
18048,sandwell district
17954,!!!
17960,the album leaf
17960,sun kil moon
18067,wiz khalifa & curren$y
17929,hessian
17992,pretty & nice
17903,iggy and the stooges
17973,at the drive-in
17945,pan american
18037,laura stevenson
17946,cayucas
18022,m83
17841,half japanese
17940,coliseum
17678,woe
17962,the heliocentrics
17880,charli xcx
17924,young galaxy
18017,julia brown
17986,the boy least likely to
18034,futurebirds
17920,snoop lion
17916,no joy
17874,anika
18015,fllakzoid
17985,yellowman
17930,junip
18021,big k.r.i.t.
17919,the appleseed cast
17881,blackout beach
17879,anciients
17913,phoenix
18010,the shouting matches
17911,barn owl
17871,adr
18018,bored nothing
17875,iron & wine
17902,cassie
17882,meat puppets
17806,vhl
17918,cosmin trg
17872,ghostface killah & adrian younge
17807,ghost
17877,simian mobile disco
17937,houses
18014,snapper
17732,the haxan cloak
17906,art brut
17873,david grubbs
17910,life coach
17741,skagos
17627,major lazer
17909,shuggie otis
17876,the thermals
18012,various artists
17912,disappears
17868,yeah yeah yeahs
17866,thee oh sees
17867,solar bears
17639,team ghost
17894,cough
17894,windhand
17837,morrissey
17799,various artists
17870,rainbow arabia
17991,alpoko don
17907,bonobo
17853,the postal service
17843,orchestral manoeuvres in the dark
17846,rokia traor
17900,various artists
17831,a hawk and a hacksaw
17851,kurt vile
17968,wolf eyes
17822,implodes
17850,white fence
17908,born ruffians
17842,james blake
17852,steve mason
17899,sepalcure
17830,lafur arnalds
17935,luxury liners
17847,the knife
17825,milk music
17832,io echo
17752,black rebel motorcycle club
17897,toxic holocaust
17895,merchandise
17858,james ferraro
17936,charles bradley
17864,joe meek
17901,caveman
17804,the flaming lips
17827,rilo kiley
17904,emptymansions
17784,nails
17888,alex calder
17833,mudhoney
17820,british sea power
17859,stornoway
17969,fiend
17829,kinski
17720,wire
17821,the black angels
17772,wiley
17905,scuba
17891,young thug
17805,"tyler, the creator"
17824,mad season
17819,hiss golden messenger
17826,bleached
17749,the besnard lakes
17802,lil wayne
17705,goldie
17667,vondelpark
17791,matt shadetek
17818,generationals
17792,depeche mode
17803,jace clayton
17748,telekinesis
17795,lapalux
17862,sid hemphill
17793,dj koze
17794,blu
17755,edwyn collins
17840,cankun
17928,call of the void
17786,wavves
17754,various artists
17700,blanche blanche blanche
17836,foot village
17863,heterotic
17788,the strokes
17789,chvrches
17887,brandt brauer frick
17790,karl bartos
17815,kvelertak
17779,suede
17780,william tyler
17883,lady
17680,ensemble pearl
17860,oval
17781,low
17608,ken mode
17885,hit-boy
17753,deptford goth
17886,girls names
17721,marnie stern
17730,dump
17495,various artists
17796,caitlin rose
17839,boat
17736,justin timberlake
17782,julian lynch
17884,deniro farrar
17713,purling hiss
17607,inter arma
17522,phosphorescent
17731,palma violets
17723,lady lamb the beekeeper
17737,thalia zedek band
17777,leven signs
17762,clinic
17756,fol chen
17738,colleen green
17650,anas mitchell & jefferson hamer
17633,sannhet
17801,various artists
17634,black pus
17690,helado negro
17605,october falls
17582,various artists
17810,dave grohl
17811,the delfonics
17857,st 2 lettaz
17428,rachel zeffira
17773,carmen villain
17800,devendra banhart
17771,son volt
17798,boldy james
17763,bandshell
17823,batillus
17855,david bowie
17624,apparat
17812,young dreams
17774,ellen allien
17724,toy love
17668,the men
17769,planningtorock
17706,pete swanson
17809,deathfix
17768,golden grrrls
17688,waxahatchee
17640,mister lies
17734,art department
17787,kate nash
17657,mazes
17675,how to destroy angels_
17816,bilal
17838,antwon
17671,suuns
17743,defeated sanity
17693,rhye
17735,shlohmo
17673,josh ritter
17674,javelin
17746,karen gwyer
17672,youth lagoon
17701,gold panda
17549,blue hawaii
17670,benot pioulard
17742,horna
17766,chelsea light moving
17648,sally shapiro
17647,cyclopean
17767,lloyd cole
17767,hans-joachim roedelius
17664,voigt & voigt
17764,mogwai
17808,kevin gates
17699,mozarts sister
17658,pvt
17631,parenthetical girls
17646,doldrums
17765,kavinsky
17727,the mississippi sheiks
17635,vietnam
17652,benjamin damage
17645,autre ne veut
17665,prurient
17644,shout out louds
17622,dan friel
17745,destruction unit
17632,atoms for peace
17590,mount moriah
17761,curren$y
17642,darkthrone
17704,dog bite
17628,jamie lidell
17630,matmos
17484,flume
17579,serengeti
17609,black twig pickers
17697,araabmuzik
17576,portal
17760,waka flocka flame
17698,maxmillion dunbar
17629,the howling hex
17643,johnny marr
17797,bonnie prince billy
17797,dawn mccarthy
17758,pusha t
17662,eat skull
17759,feeding people
17691,autechre
17626,mark kozelek
17625,inc.
17661,psychic ills
17612,dur-dur band
17623,iceage
17621,beach fossils
17757,moon b
17663,endless boogie
17712,strfkr
17618,nick cave & the bad seeds
17711,screaming females
17719,qluster
17751,companion
17722,darwin deez
17750,kool a.d.
17708,paul banks
17714,salva
17601,spectral park
17718,applescal
17572,various artists
17583,lisa germano
17747,sasha go hard
17580,lady lazarus
17733,the spinto band
17578,foals
17716,the underachievers
17616,veronica falls
17683,clogs
17686,umberto
17581,pissed jeans
17584,ulrich schnauss
17687,jos james
17659,k-x-p
17679,cult of luna
17499,fleetwood mac
17575,darkstar
17682,le1f
17613,hayden
17615,xxxy
17574,frightened rabbit
17383,bryan ferry
17684,cakes da killa
17715,jacco gardner
17677,little wings
17726,my bloody valentine
17649,various artists
17656,night beds
17653,wraetlic
17703,renny wilson
17570,unknown mortal orchestra
17707,actress
17569,the history of apple pie
17592,chris darrow
17620,sonny smith
17523,jim james
17577,thao & the get down stay down
17602,tomahawk
17611,guards
17606,lightning swords of death
17571,grouper
17681,four tet
17636,amateur best
17694,vado
17562,la big vic
17676,miles davis
17567,amor de das
17568,indians
17599,adam green & binki shapiro
17695,elliphant
17565,marianne faithfull
17555,guided by voices
17637,alexander spit
17655,happy jawbone family band
17600,pearl necklace
17538,ducktails
17654,raekwon
17563,buke and gase
17544,il sogno del marinaio
17561,motor city drum ensemble
17537,local natives
17597,tegan and sara
17595,kitty
17596,radar brothers
17546,pillowfight
17651,future
17559,fidlar
17557,nosaj thing
17666,cocaine 80s
17594,wimps
17550,the joy formidable
17558,torres
17514,mice parade
17556,faltydl
17566,boduf songs
17497,nas
17517,the ruby suns
17619,dawn richard
17539,spaceghostpurrp
17553,ben ufo
17552,foxygen
17330,califone
17502,ex cops
17593,bleeding rainbow
17535,esben and the witch
17516,toro y moi
17560,mountains
17513,ra ra riot
17512,nightlands
17638,mike shiflet
17585,sbtrkt
17534,the traditional fools
17586,wale
17536,hilly eye
17554,alasdair roberts & friends
17532,new order
17548,camper van beethoven
17551,widowspeak
17587,brokeback
17540,everything everything
17510,j dilla
17519,california x
17530,free energy
17528,mouse on tha track
17431,dutch uncles
17529,christopher owens
17533,retribution gospel choir
17518,jeezy
17531,mystical weapons
17496,arbouretum
17501,yo la tengo
17405,parquet courts
17545,shugo tokumaru
17509,villagers
17543,meyhem lauren
17504,oneohtrix point never
17526,the congos
17526,sun araw
17526,m. geddes gengras
17486,masta killa
17541,ethernet
17542,dj nature
17508,stars of the lid
17455,frankie knuckles
17418,tall firs
17500,holopaw
17520,l. pierre
17437,jawbreaker
17511,pantha du prince & the bell laboratory
17521,pro era
17478,heathered pearls
17425,kowloon walled city
17525,t.i.
17489,wooden wand
17490,mats gustafsson
17490,colin stetson
17507,various artists
17432,tall ships
17515,various artists
17326,the heartbreakers
17424,roy montgomery
17461,billow observatory
17485,three legged race
17498,burial
17468,florian hecker
17442,secret circuit
17472,larry gus
17417,various artists
17492,broadcast
17491,herbert
17494,dawn richard
17503,king louie
17404,incantation
17505,a$ap rocky
17506,various artists
17488,alexis taylor
17483,legowelt
17443,theologian
17477,chief keef
17487,a-trak
17471,starkey
17421,sigha
17423,taco leg
17391,wiz khalifa
17493,katy b
17475,rich kidz
17460,gate
17450,bell witch
17407,dangelo
17406,jk flesh / prurient
17469,the game
17470,window twins
17377,dean blunt
17386,bjrk
17295,amy winehouse
17441,lil durk
17416,estasy
17378,raglani
17294,big boi
17429,peaking lights
17430,charles mingus
17481,container
17355,cold pumas
17482,captain murphy
17480,jozef van wissem & jim jarmusch
17464,the rosebuds
17467,girls aloud
17447,starred
17393,memory tapes
17439,saint etienne
17451,majical cloudz
17364,stubborn heart
17435,von
17389,the smashing pumpkins
17474,sharon van etten
17359,tiga
17413,roomful of teeth
17453,nidingr
17324,interpol
17476,alicia keys
17446,wu-block
17385,umberto
17382,forgotten tomb
17387,scott walker
17457,charli xcx
17444,cut hands
17411,tyvek
17381,dragged into sunlight
17384,massive attack
17327,tim hecker
17327,daniel lopatin
17325,kylesa
17340,the crystal ark
17463,allah-las
17376,x-tg
17466,french montana
17448,nico muhly
17317,nadja
17302,various artists
17434,bikini kill
17329,bad brains
17454,boody & le1f
17408,cashmere cat
17458,ex-cult
17373,solange
17374,mogwai
17363,e-40
17363,too $hort
17459,james ferraro
17412,the people's temple
17369,rihanna
17456,cities aviv
17445,gerry read
17293,eternal tapestry
